type,name,latitude,longitude,city
heliport,Kearney Construction Heliport,27.9043998718262,-82.38330078125,Riverview
closed,Meyer Heliport,28.5014,-81.444199,Orlando
small_airport,Sebastian Cove Airport,33.4542007446289,-83.2778015136719,Eatonton
small_airport,Roberts Airport,38.8163986206055,-85.1063003540039,Vevay
heliport,Village of Tamms Heliport,37.238899230957,-89.2658004760742,Tamms
heliport,Roto-Whirl/Ski World Heliport,39.1549987792969,-86.2972030639648,Nashville
small_airport,Baker Airport,40.1352996826172,-91.0095977783203,Kilbourne
small_airport,Wilkens Airport,38.5931015014648,-100.612998962402,Healy
heliport,St Elizabeth Medical Center South Heliport,39.0102996826172,-84.5569000244141,Edgewood
heliport,A B Dock Services Heliport,29.7735996246338,-93.3499984741211,Cameron
small_airport,The Sandbox Airport,41.7042007446289,-90.2598037719727,Cordova
small_airport,Stevens Strip,30.41959953,-90.35900116,Ponchatoula
heliport,Berkshire Medical Center Heliport,42.708035,-73.110328,North Adams
small_airport,Roseland Airport,39.1893997192383,-75.8768005371094,Sudlersville
heliport,William Beaumont Hospital Heliport,42.5149993896484,-83.1928024291992,Royal Oak
small_airport,Don's Landing Field,45.3675003051758,-94.3993988037109,Watkins
small_airport,Phillips Airport,37.5766983032227,-90.2259979248047,Fredericktown
small_airport,Browns Landing,31.194167,-89.9525,Foxworth
small_airport,Hall Field,34.8964004516602,-79.043098449707,Parkton
small_airport,Mc Ginn Ranch Airport,41.7210998535,-100.087997437,Dunning
heliport,George Harms Const Heliport,40.2084007263184,-74.1745986938477,Farmingdale
closed,Schoharie Creek Airport,42.7533,-74.311096,Esperance
heliport,S J M Landing Heliport,42.4297981262207,-72.216796875,Washingtonville
small_airport,Rall Field,40.7611999511719,-82.4179000854492,Mansfield
closed,Flying A Ranch Airport,34.831797,-95.517502,Hartshorne
small_airport,Pine Hollow Airport,45.2547988891602,-121.293998718262,Wamic
closed,Yost Personal Use Airport,40.330101,-77.1772,Shermans Dale
small_airport,Black Rock Airport,40.734001159668,-80.2759017944336,New Brighton
small_airport,Wilbourn Ranch Airport,29.6919002532959,-97.4336013793945,Harwood
small_airport,Granite Shoals/ Bob Sylvester Airpark,30.589399,-98.3703,Granite Shoals
heliport,Southern Tennessee Medical Center Heliport,35.174281,-86.089917,Winchester
heliport,Seton Medical Center H-4 Heliport,30.3043994903564,-97.7457962036133,Austin
small_airport,Hinson Airport,30.0580997467041,-96.3591995239258,Kenney
small_airport,Old South Aerodrome,36.677778,-81.928722,Abingdon
small_airport,Whitestone Airport,48.7227777778,-119.467222222,Tonasket
small_airport,Dalonia Airport,44.3163986206055,-88.7008972167969,Hortonville
small_airport,Bowman Airstrip,45.099606,-88.419733,Suring
heliport,Medical Center Hospital Heliport,31.846186,-102.374678,Odessa
heliport,Cedar Circle Heliport,32.461498260498,-97.0086975097656,Midlothian
small_airport,Fairview Airport,35.157299041748,-82.1222991943359,Landrum
small_airport,Nugget Bench Airport,62.5172996520996,-150.945007324219,Nugget Bench
small_airport,Skypoint Estates Airport,35.6021995544,-92.1425018311,Greers Ferry
small_airport,Yolo Ranch Airport,34.7985992431641,-112.970001220703,Camp Wood
small_airport,Jablonski Airport,43.0821990966797,-86.0948028564453,Nunica
closed,Lloyd's Landing Airport,34.905499,-118.302002,Rosamond
small_airport,Oak Country Ranch Airport,35.5682983398437,-120.796997070313,Paso Robles
heliport,Platform Hillhouse Heliport,34.3311004638672,-119.603996276855,Carpinteria
small_airport,Melby Ranch Airstrip,37.064998626709,-105.463996887207,San Luis
small_airport,Irish Hills Farms Airport,41.609444,-73.239722,Bethlehem
small_airport,Recreation Corporation Airport,27.5981006622314,-80.8459014892578,Okeechobee
small_airport,R O Ranch STOLport,29.914400100708,-83.2665023803711,Mayo
small_airport,Flying S Ranch Airport,27.860861,-80.999862,Kenansville
small_airport,Hudson River Landing Airport,34.2599983215332,-83.2866973876953,Carnesville
heliport,Orange City Hospital Heliport,43.0102996826172,-96.0580978393555,Orange City
small_airport,Ozzy's Airport,43.379362,-114.769444,Fairfield
heliport,Lifeline Landing Area Heliport,39.6584014892578,-85.1436004638672,Connersville
small_airport,John Scharff Airport,40.1660995483398,-88.8983001708984,Clinton
heliport,Rusby Field,38.4430999755859,-86.0578002929688,Palmyra
small_airport,Howell Airport,39.5444984436035,-88.7575988769531,Findlay
small_airport,Buena Terra Airport,39.1530990600586,-95.6093978881836,Topeka
small_airport,Bigger (Stol) STOLport,37.6123008728027,-87.0569000244141,Utica
small_airport,Sky Ranch Airport,30.0695991516113,-91.986198425293,Youngsville
small_airport,Isley Airport,39.0875015258789,-88.2889022827149,Wheeler
heliport,Our Lady of Lourdes Heart Hospital Heliport,30.173383,-92.026253,Lafayette
heliport,Seagate Heliport,42.5597991943359,-70.7723007202148,Manchester
closed,Great Lakes Airport,46.0666,-88.007599,Sagola
small_airport,Swift Private Airport,46.0900001525879,-96.0970001220703,Wendell
closed,Leaming Field,37.251401,-94.0569,Golden City
heliport,Kruger Heliport,48.480598449707,-114.000999450684,West Glacier
small_airport,Pettigrew Moore Aerodrome,34.4268989562988,-78.0894012451172,Wilmington
small_airport,Orr Ranch Airport,42.386100769043,-102.574996948242,Hay Springs
heliport,Centra State Medical Center Heliport,40.2370986938477,-74.3109970092773,Freehold
small_airport,Wolf Ridge Airport,35.941667,-82.506667,Mars Hill
small_airport,Wayne Delp Airport,42.3995018005371,-73.8662033081055,West Coxsackie
small_airport,Sunset Strip,40.1852989196777,-83.1735992431641,Jerome
small_airport,Soaring Horse Airport,41.0828018188477,-82.0431976318359,Chatham Township
small_airport,Myrick Airport,35.7432903732,-97.4055790901,Edmond
small_airport,Crow-Mag Airport,44.0637016296387,-123.390998840332,Elmira
small_airport,Sutliff Private Airport,41.1668014526367,-76.2497024536133,Shickshinny
heliport,Skepton Heliport,40.3889999389648,-75.4380035400391,Pennsburg
heliport,Triad Carolinas Hospital Heliport,34.1613998413086,-79.7538986206055,Florence
small_airport,Lake Bonanza Airport,30.3330001831055,-95.6121978759766,Montgomery
heliport,Sw Police Station Nr 4 Heliport,29.6886005401611,-95.4518966674805,Houston
heliport,Bradley Memorial Hospital Heliport,35.178211,-84.869442,Cleveland
heliport,Burleson County Hospital Heliport,30.52105,-96.71655,Caldwell
heliport,Tgp 1 Heliport,27.744499206543,-97.8463973999024,Agua Dulce
small_airport,Fox Fire Airport,36.7843017578125,-79.0496978759766,Halifax
small_airport,Franz Ranch Airport,47.0499000549316,-118.850997924805,Warden
heliport,St Mary's Hospital Heliport,44.5321998596191,-88.0659027099609,Green Bay
heliport,Six Mile Volunteer Fire Department Heliport,31.250292,-93.778931,Hemphill
small_airport,Cardwell Strip,61.625,-149.289001464844,Palmer
heliport,Gaston Steam Plant Heliport,33.246533,-86.469133,Wilsonville
small_airport,Woodbridge Field,35.5811004638672,-90.3852996826172,Marked Tree
small_airport,Gila River Memorial Airport,33.2434005737305,-111.91300201416,Chandler
closed,Fiddyment Field,38.7920989990234,-121.373001098633,Roseville
small_airport,Elk Park Ranch Airport,40.262683,-105.448011,Allenspark
heliport,Burney Service Center Heliport,40.8945999145508,-121.650001525879,Burney
small_airport,Bonanza Hills Airport,37.5234985351562,-120.398002624512,Snelling
small_airport,Simons Airport,39.7164001464844,-104.732002258301,Aurora
seaplane_base,Gezik Seaplane Base,28.2518997192383,-80.6688995361328,Rockledge
small_airport,Blue Ridge Flightpark Airport,28.8572006225586,-80.9069976806641,Oakhill
small_airport,Ellis Agricultural Field,30.9654998779297,-86.3026962280273,Paxton
small_airport,Merillat Airport,41.9749984741211,-83.9252014160156,Tecumseh
heliport,Cobb General Hospital Heliport,33.8572998046875,-84.6072006225586,Austell
small_airport,Freeman Creek Airport,46.570333,-116.343611,Cavendish
small_airport,Burk Personal Use Airport,40.0505981445312,-85.6027984619141,Anderson
small_airport,G. Bray Airport,40.3624992370605,-90.1084976196289,Lewistown
small_airport,Windy P Ridge Airport,40.3403015136719,-85.0179977416992,Portland
small_airport,Jim Wehrli Memorial Airport,41.4448013305664,-88.7166976928711,Marseilles
heliport,St Joseph Heliport,37.6716995239258,-97.2911987304687,Wichita
small_airport,Lone Pine Aerodrome,36.9124984741211,-86.7827987670898,Auburn
small_airport,Swamp Smith Airport,30.7716007232666,-93.2713012695313,De Ridder
heliport,Il Dept of Corrections/Lawrence County Heliport,38.7282981873,-87.9080963135,Sumner
small_airport,Coastal Ridge Airpark,30.0289001464844,-92.0145034790039,Abbeville
heliport,Crowhurst Heliport,42.576301574707,-70.738899230957,Manchester-By-The Sea
small_airport,De Witt Property Airport,43.1002998352051,-86.2233963012695,Spring Lake
seaplane_base,Peil/Juliar Seaplane Base,44.959685,-93.649399,Mound
heliport,Cyanamid-Hannibal Heliport,39.8325004577637,-91.4402008056641,Hannibal
small_airport,Colle Field,30.4738006591797,-88.6961975097656,Gautier
heliport,Carolinas Medical Center Heliport,35.2056007385254,-80.8416976928711,Charlotte
small_airport,Plath Farms Airport,46.7057991027832,-97.1565017700195,Davenport
small_airport,Evans Ranch Airport,41.2238998413086,-100.934997558594,Hershey
heliport,Stone Song Heliport,42.8147010803223,-71.6611022949219,Milford
heliport,Chilton Memorial Hospital Heliport,40.9579010009766,-74.3096008300781,Pequannock
small_airport,Hendershot Airport,43.2901000976563,-77.8273010253906,Hilton
small_airport,Arend Airport,41.2569999694824,-84.6416015625,Mark Center
small_airport,Snoddy Air Strip,40.6944999694824,-82.1178970336914,Shreve
closed,Double Bar S Ranches Airport,35.900101,-96.5503,Shamrock
heliport,Providence Medical Center Heliport,45.52819824,-122.6119995,Portland
small_airport,Waltz Airport,39.7607002258301,-77.193000793457,Gettysburg
small_airport,Fox Field,40.485556,-77.220556,Newport
small_airport,Jsi Airport,33.1670989990234,-96.4871978759766,Princeton
small_airport,Bee Creek Airport,32.2321014404297,-97.0085983276367,Maypearl
small_airport,Canyon Lake Airport,29.9158000946045,-98.2474975585938,Canyon Lake
heliport,Buckmaster Heliport,32.6271018981934,-97.7835998535156,Weatherford
small_airport,Yuba Airport,44.8389015197754,-85.4311981201172,Elk Rapids
heliport,Loudoun Hospital Center Heliport,39.0772018432617,-77.4764022827148,Leesburg
heliport,Orbit Heliport,45.5679016113281,-122.319000244141,Washougal
small_airport,Thiessen Field,43.4178009033203,-89.7654037475586,Baraboo
small_airport,Flying Hare Field Airport,30.391944,-95.538611,Conroe
heliport,Seal Island Heliport,70.4922027587891,-148.695007324219,Deadhorse
heliport,Silcox Memorial Heliport,31.089605,-88.245089,Citronelle
closed,Black Horse Landing Ultralightport,36.3564,-93.686302,Eureka Springs
small_airport,Continental Airport,31.8437004089355,-110.976997375488,Continental
small_airport,Wells Airport,43.1283988952637,-85.5053024291992,Rockford
heliport,Los Angeles County/USC Medical Center Heliport,34.0575,-118.208056,Los Angeles
closed,59 Ranch Airport,37.231899,-120.478996,Merced
small_airport,Farnsworth Ranch Airstrip,39.0998992919922,-121.93399810791,Grimes
small_airport,Lone Tree Ranch Airport,38.8819999694824,-103.80899810791,Punkin Center
small_airport,Rimes Lakecrest Airport,29.4678993225098,-82.1587982177734,Cross Creek
small_airport,Rush Airport,29.6923007965088,-82.7292022705078,Trenton
heliport,St Vincent's Medical Center Heliport,30.3087997436523,-81.6897964477539,Jacksonville
heliport,Buford Precinct Heliport,34.097900390625,-84.0123977661133,Buford
small_airport,Brown Airport,41.5423011779785,-85.8419036865234,Goshen
small_airport,Clarion Field,41.5339012145996,-89.2027969360352,La Moille
small_airport,Ellison Airport,40.2944984436035,-85.942497253418,Tipton
small_airport,Enoch Airport,39.5284004211426,-88.7639999389648,Findlay
balloonport,Cyber Density Balloon Spot Balloonport,40.4343986511231,-74.6346969604492,Belle Mead
closed,Blue Sky Ranch and Aerodrome,37.5336,-97.311697,Derby
small_airport,Welcome Field,36.7112007141113,-86.636100769043,Franklin
small_airport,Carriage Lane Airport,42.4645004272461,-84.0350036621094,Gregory
small_airport,Ms Pats Airport,29.9745006561279,-92.1761016845703,Abbeville
heliport,Crawford Memorial Hospital Heliport,39.0158996582031,-87.75,Robinson
heliport,The Bluffs Heliport,30.8031005859375,-91.2449035644531,St Francisville
heliport,Vortex Heliport,30.388599395752,-89.1652984619141,Long Beach
heliport,Idlewide Heliport,42.5579986572266,-70.8125991821289,Beverly
small_airport,Matinicus Island Airport,43.8711013793945,-68.8933029174805,Matinicus Island
small_airport,Law Field,42.6338996887207,-84.9858016967773,Vermontville
small_airport,Wipline Airport,44.8154983520508,-93.0134963989258,Inver Grove Heights
heliport,Camp Clark Army Heliport,37.8166999816895,-94.3002014160156,Nevada
small_airport,Johnston Airport,35.5382995605469,-80.7514038085938,Mooresville
small_airport,Shelburnes Airport,41.0499992370606,-101.805000305176,Ogallala
seaplane_base,Cobbetts Pond Seaplane Base,42.806914,-71.275853,Windham
heliport,Mid-State Heliport,40.600399017334,-75.7193984985352,Somerville
small_airport,Ciszak Airport,42.5125999450684,-78.7352981567383,Springville
heliport,Gainey Heliport,40.8186988830566,-81.5236968994141,Massillon
heliport,Fawcett Center For Tomorrow Heliport,40.0106010437012,-83.018798828125,Columbus
closed,Schumacher Field,35.5,-99.035598,Clinton
small_airport,Henderson Farm Airport,36.6330986022949,-99.1511993408203,Mooreland
closed,Freight Wagon Field,44.1926,-121.179001,Redmond
heliport,Spring Land Heliport,40.3936996459961,-75.1642990112305,Plumsteadville
heliport,Sabinsville-Consolidated Heliport,41.8726005554199,-77.5205001831055,Westfield
heliport,Texas Health Presbyterian Hospital Plano Heliport,33.0434989929,-96.8371963501,Plano
closed,NE Police Station Nr 2 Heliport,29.813299,-95.336304,Houston
small_airport,Hempstead Gliderport,30.1215991973877,-96.0866012573242,Hempstead
small_airport,Flying B Ranch Airstrip,32.484001159668,-99.8255996704102,Abilene
heliport,Community Memorial Hospital Heliport,36.751347,-78.104767,South Hill
small_airport,Fisher Ranch Airport,46.7499008178711,-118.417999267578,Washtucna
small_airport,Barker Strip,42.7456016540527,-88.4375991821289,East Troy
heliport,Nocona General Hospital Heliport,33.7780990600586,-97.7322998046875,Nocona
heliport,W. M. Thomas Pad Heliport,32.716836,-87.749524,Sawyerville
small_airport,Flyway Farm Airstrip,61.3432998657227,-150.067001342773,Wasilla
small_airport,Hidden Springs Airpark,31.491973,-85.534407,Ozark
small_airport,David Stanley Memorial Airport,35.2064018249512,-91.3189010620117,Gregory
small_airport,Valley Farms Airport,32.9936981201172,-111.450996398926,Coolidge
small_airport,Stone Land County Airport,36.1319007873535,-119.986000061035,Stratford
heliport,Tri-City Hospital Heliport,33.1852989196777,-117.291000366211,Oceanside
small_airport,Blackwell Land Company Inc Airport,35.6363983154297,-120.009002685547,Lost Hills
small_airport,Fat Chance Airport,39.1060981750488,-104.543998718262,Peyton
heliport,Magic Air Adventure Heliport,28.3341999053955,-81.4891967773437,Kissimmee
heliport,Bay Helicopters Heliport,30.1937999725342,-85.6613006591797,Panama City
heliport,Mease Countryside Hospital Heliport,28.0428,-82.707377,Safety Harbor
small_airport,Lola Landing Airport,33.7300987243652,-83.9746017456055,Conyers
seaplane_base,Squaw Harbor Seaplane Base,55.2332992554,-160.552001953,Squaw Harbor
heliport,Dorothy Roeber Memorial Heliport,43.8072,-115.1308,Atlanta
small_airport,Newby Landing Airport,39.8412017822266,-86.3486022949219,Brownsburg
heliport,Batchtown Heliport,39.0335998535156,-90.6660995483398,Batchtown
small_airport,Peterson Ultralightport,41.5362014770508,-86.4439010620117,North Liberty
small_airport,Gillen Airport,40.926399230957,-90.731201171875,Monmouth
small_airport,White Farms Airport,37.4748001098633,-95.3435974121094,Galesburg
small_airport,Arnolds Airport,37.6556015014648,-85.1538009643555,Springfield
heliport,Lafayette Training Center - Cusa Heliport,30.1658000946,-92.0587005615,Lafayette
heliport,Calhoun Medical Center Heliport,39.1589012145996,-90.622200012207,Hardin
heliport,Squires Heliport,29.9025001525879,-91.7050018310547,Jeanerette
heliport,Beth Israel Deaconess Medical Center Heliport,42.338161,-71.109107,Boston
small_airport,Tecumseh Products Airport,42.0326995849609,-83.878303527832,Tecumseh
small_airport,Wagner Farm Airport,46.6716003417969,-96.5753021240234,Barnesville
small_airport,Harrison Private Airport,37.8527984619141,-91.6467971801758,Rolla
small_airport,Greensboro North Airport,36.2536010742187,-79.9080963134766,Greensboro
small_airport,Frevert Airstrip,42.5141983032227,-97.5809020996094,Wausa
heliport,Long Pond Landing Heliport,42.7008018493652,-71.3711013793945,Pelham
heliport,Colliers Mills Heliport,40.0634002685547,-74.4412994384766,Cassville
small_airport,Dew Airpark,42.2359008789063,-78.2117004394531,Cuba
small_airport,Wright's Field,40.190299987793,-81.9739990234375,Conesville
small_airport,Verhoff Airport,41.0731010437012,-84.2126998901367,Continental
small_airport,Jones Air Park,35.2723007202148,-96.8816986083984,Tecumseh
small_airport,Jasper Ridge Airstrip,44.0032997131348,-122.879997253418,Springfield/Jasper
heliport,Episcopal Hospital Heliport,39.9901008605957,-75.130500793457,Philadelphia
heliport,Us Army Reserve Center Heliport,39.9668006896973,-75.4524002075195,Edgemont
heliport,G W Heliport,29.5533008575439,-98.4919967651367,San Antonio
heliport,Nw Police Station Nr 5 Heliport,29.8568992614746,-95.5393981933594,Houston
small_airport,Ruckman Field,36.4770011901855,-87.1398010253906,Clarksville
heliport,4BH Heliport,30.7187995910645,-97.7733001708984,Georgetown
small_airport,Bevoni-Flying B Airport,33.7209014892578,-96.8613967895508,Whitesboro
heliport,Carilion Westlake Center Heliport,37.115861,-79.718361,Hardy
seaplane_base,North Hero Passage Seaplane Base,44.854722,-73.285556,North Hero
small_airport,Bob's Field,45.9564018249512,-121.498001098633,Trout Lake
small_airport,Holland Air Park,44.0321998596191,-91.2995986938477,Holmen
small_airport,Mill Iron Ranch South Airport,34.8918056,-100.1203194,Wellington
heliport,Veterans Heliport,33.603568,-86.302934,Pell City
closed,Beech Creek Airport,33.182499,-91.628304,Hamburg
small_airport,Sarita Airport,32.9356002807617,-111.485000610352,Coolidge
small_airport,Billy Joe Airport,33.5069999694824,-117.070999145508,Temecula
small_airport,Lyall-Roberts Airport,33.324501,-116.989998,Escondido
small_airport,Arnold Ranch Airport,36.9143981933594,-119.786003112793,Fresno
heliport,Ash Mesa Heliport,38.5671997070312,-107.996002197266,Olathe
heliport,Advent Health Orlando Heliport,28.575654,-81.368268,Orlando
closed,Ringhaver Heliport,27.988899,-80.626999,Palm Bay
small_airport,Flying Harness Farms Airport,29.718599319458,-82.844596862793,Bell
small_airport,Blue Bird Field,34.9003982543945,-84.7785034179688,Crandall
small_airport,Troy Skypark Airport,39.990898,-84.2705,Troy
small_airport,Hungry Ridge Ranch Airport,45.782417,-115.938,Grangeville
small_airport,Winn Field,41.1755981445313,-86.3735961914063,Culver
small_airport,Minder Airport,40.1333999633789,-89.3251037597656,Lincoln
small_airport,Felix Airport,40.2916984558105,-86.7802963256836,Stockwell
small_airport,Hilbert Airport,42.3321990966797,-88.605598449707,Marengo
closed,Bar P Ranch Airport,37.481998,-96.337797,Howard
heliport,University of Kentucky Hospital Heliport,38.030586,-84.508214,Lexington
small_airport,Wayne Brown Airport,31.7276992797852,-91.5829010009766,Clayton
small_airport,Dale Curten Farm Airport,38.0477981567383,-89.9971008300781,Modoc
heliport,Vortex 2 Heliport,30.0301990509033,-91.8721008300781,New Iberia
small_airport,Hornersville Memorial Airport,36.0416984558105,-90.1501007080078,Hornersville
heliport,Hanson Heliport,42.122778,-72.423611,Wilbraham
small_airport,Handleman Sky Ranch Airport,42.8527984619141,-83.2276992797852,Oxford
closed,Nagel and Schultz Airport,44.582199,-93.801598,Belle Plaine
small_airport,Mayes Homestead Airport,39.5750007629395,-94.1836013793945,Polo
small_airport,Garrison Dam Recreational Airpark,47.4831008911133,-101.408996582031,Riverdale
heliport,Valdese General Hospital Heliport,35.7481002807617,-81.5224990844727,Valdese
small_airport,Sunset Strip,47.2319984436035,-102.509002685547,Dunn Center
small_airport,Watermeier Airport,40.6077995300293,-96.3078002929688,Burr
seaplane_base,Hooksett's Seaplane Landing,43.085833,-71.466944,Hooksett
heliport,Deepwater Heliport,39.6976013183594,-75.4949035644531,Deepwater
heliport,Cuba Memorial Hospital Heliport,42.2209014893,-78.2664031982,Cuba
heliport,Southwest General Hospital Heliport,41.3708992004395,-81.7948989868164,Middleburg Heights
closed,Cole Airfield,40.825102,-82.796799,Crestline
heliport,Mercy Hospital Heliport,34.777329,-96.633577,Ada
small_airport,Vey Sheep Ranch Airport,45.0932006835938,-118.399002075195,Starkey
small_airport,Roadcap Airport,40.7883987426758,-77.1061019897461,Middleburg
heliport,UPMC Hanover Heliport,39.808025,-76.982344,Hanover
small_airport,Fort Peck Airport,48.0050010681152,-106.482002258301,Fort Peck
heliport,Texas Health Presbyterian Hospital Dallas Heliport,32.880403,-96.761389,Dallas
small_airport,Johnnie Volk Field,29.360200881958,-95.0099029541016,Hitchcock
heliport,University of Tennessee Lifestar Sweetwater Heliport,35.609402,-84.455299,Sweetwater
small_airport,J Linn Airport,32.9907,-96.040002,Greenville
small_airport,Yates Field,31.3215999603271,-98.8656005859375,San Saba
heliport,St. Mary's Hospital Heliport,37.570278,-77.502778,Richmond
small_airport,Brisson Airport,43.8685989379883,-73.3180999755859,Shoreham
small_airport,Baumann Farm Inc. Airport,46.8317985534668,-118.46199798584,Washtucna
small_airport,Docken Field,42.9911003112793,-89.7535018920899,Mount Horeb
small_airport,Skydive Houston Airport,29.9934005737305,-95.9302978515625,Waller
small_airport,Lake Whitney Country Club Airport,32.0001983642578,-97.4169998168945,Whitney
small_airport,Mels Airport,61.5625,-149.667999267578,Wasilla
small_airport,Williams Field,36.1188011169434,-94.4682006835938,Siloam Springs
small_airport,Peabody Bedard Field,36.4716987609863,-110.417999267578,Kayenta
small_airport,Cain Field,43.5999984741211,-85.4931030273437,Stanwood
small_airport,Cashen Airport,35.6916007995605,-119.488998413086,Wasco
small_airport,Riego Flight Strip,38.7541007995605,-121.563003540039,Verona
small_airport,Sanborn Airport,39.1092987060547,-121.884002685547,Meridian
heliport,Basin Clinic Heliport,38.2186012268066,-108.276000976563,Naturita
small_airport,Blue Springs Airport,30.4834995269775,-83.2499008178711,Madison
heliport,Griffin's Main Office Heliport,27.7369995117188,-81.5319976806641,Frostproof
heliport,Flagler Hospital Heliport,29.8621997833252,-81.3167037963867,St Augustine
heliport,Lanier Park Hospital Heliport,34.3196983337402,-83.7966995239258,Gainesville
small_airport,Weller Airport,40.0912017822266,-83.6893997192383,Urbana
small_airport,Sky Ranch North Airport,43.5094444444,-116.667916667,Nampa
small_airport,Hampton Field,39.728611,-86.823056,Greencastle
heliport,Abraham Lincoln Memorial Hosp Heliport,40.1497993469,-89.3712005615,Lincoln
small_airport,Fuller Field,39.9020004272461,-86.3630981445312,Brownsburg
small_airport,Winchester Airport,40.5820007324219,-91.3584976196289,Nauvoo
small_airport,Lucas Airport,39.0620002746582,-98.5252990722656,Lucas
closed,Savute Airport,37.777802,-97.277496,Kechi
heliport,Grant County Hospital Heliport,38.6358985900879,-84.568603515625,Williamstown
small_airport,Whiteville Airport,30.7844009399414,-92.1822967529297,Ville Platte
heliport,Gateway Regional Medical Center Heliport,38.7083015441895,-90.1438980102539,Granite City
small_airport,Ace Flying Airport,30.2367000579834,-91.8296966552734,Parks
small_airport,Chicora Field,42.4668998718262,-85.9792022705078,Allegan
small_airport,Chandler Personal Use Airport,47.4110984802246,-94.7724990844727,Bemidji
small_airport,Barber Airport,39.2555999755859,-90.8556976318359,Annada
small_airport,Smyrna Airport,39.3036003112793,-75.5839004516602,Smyrna
closed,Annie Penn Hospital Heliport,36.353901,-79.666702,Reidsville
small_airport,Schroeder Private Airport,47.0979995727539,-97.4011993408203,Erie
small_airport,Boardman Aerial Airport,40.7536010742188,-97.8514022827148,Henderson
heliport,Wjrz Radio Heliport,39.6992988586426,-74.2342987060547,Manahawkin
small_airport,Greenlawn Farm Airport,42.548698425293,-76.9580001831055,Dundee
small_airport,Industry Air Park,39.844799041748,-82.5795974731445,Baltimore
small_airport,Ronshausen Airport,39.6851005554199,-83.0718994140625,Darbyville
heliport,Duncan Regional Hospital Heliport,34.5211982727051,-97.972297668457,Duncan
heliport,Pge Boardman Heliport,45.69453333,-119.8087556,Boardman
small_airport,Aerequus Airport,40.3908996582031,-75.0140991210938,Solebury
small_airport,Waisley Airport,42.0000991821289,-80.1664962768555,Mc Kean
small_airport,La Dolce Terra Airport,35.177778,-81.747778,Gaffney
closed,Kurio Heliport,29.801901,-95.565498,Houston
heliport,John S Dunn Heliport,29.713949,-95.394953,Houston
small_airport,Sugar Grove Airport,36.625301361084,-86.2733001708984,Westmoreland
heliport,Steeplechase Heliport,29.9260997772217,-95.5915985107422,Houston
heliport,Lyndon B Johnson General Hospital Heliport,29.8127002716064,-95.3113021850586,Houston
small_airport,Arthur Municipal Airport,41.5616989135742,-101.710998535156,Arthur
heliport,State Police Division Three Heliport,37.3604011535645,-78.868896484375,Appomattox
small_airport,Lynden Airport,48.9558982849121,-122.458000183105,Lynden
small_airport,Blakely Island Airport,48.5789985657,-122.825996399,Blakely Island
small_airport,Northport Airport,44.388599395752,-88.8526000976563,Royalton
small_airport,River's Edge Farm Airport,39.3252983093262,-78.4255981445313,Capon Bridge
small_airport,San Rafael Ranch Airport,26.8152008056641,-98.4793014526367,Santa Elena
small_airport,Gilmore Strip,61.5859985351563,-149.235992431641,Palmer
small_airport,Twin Cities Airport,35.4171981811523,-94.3264007568359,Van Buren
small_airport,Lukachukai Airport,36.4006004333496,-109.25700378418,Lukachukai
seaplane_base,Nugent Chamberlain Lake Seaplane Base,46.2167015075684,-69.2494964599609,Chesuncook
heliport,Sce Palm Springs District Heliport,33.7863998413086,-117.466003417969,Cathedral City
heliport,Castle Heliport,33.787899017334,-117.230003356934,Perris
small_airport,Flying M Ranch Airport,38.4879989624023,-107.674003601074,Montrose
heliport,Bayhealth Medical Center Heliport,38.8867,-75.390969,Milford
small_airport,Sanders Ranch Airport,29.6625003814697,-82.0093002319336,Melrose
small_airport,Ancient Oaks Airport,29.7294006347656,-83.3535003662109,Steinhatchee
heliport,Palm Beach Sheriff's Range Heliport,26.7169990539551,-80.1997985839844,West Palm Beach
small_airport,Avoca Airport,43.0299987793,-82.6694030762,Avoca
heliport,Wayne Memorial Hospital Heliport,31.6016006469727,-81.897102355957,Jessup
small_airport,Husband Field,41.6794013977051,-94.0202026367188,Dallas Center
closed,Albion Municipal Airport,42.4007,-113.5603,Albion
small_airport,Miller Field,41.5148010253906,-85.5522003173828,Topeka
small_airport,Mason Airport,40.0938987731934,-89.3628997802734,Lincoln
small_airport,Roberts Field,40.0023002624512,-85.4289016723633,Sulphur Springs
small_airport,Hagi Landing Area Airport,41.1100006103516,-88.7956008911133,Streator
small_airport,Pomona Lake Airport,38.6920013427734,-95.6900024414063,Lyndon
closed,Rolling Meadows Airport,38.786098,-95.307503,Worden
heliport,Somerset-Pulaski Co EMS Heliport,37.0853996277,-84.6258010864,Somerset
small_airport,Whitaker Ultralightport,30.58833333,-92.23055556,Chataignier
small_airport,Sullivan Airport,40.401389,-91.303056,Hamilton
heliport,Maine Coast Memorial Heliport,44.5465528,-68.4173944,Ellsworth
small_airport,Huber Airport,46.1688003540039,-88.1724014282227,Crystal Falls
small_airport,Anthony Private Airport,47.0368995666504,-91.7105026245117,Two Harbors
small_airport,Gardner Airport,37.1186981201172,-93.2049026489258,Springfield
heliport,Rebel Field,35.3246994018555,-81.94580078125,Rutherfordton
heliport,Troop B Heliport,40.9001007080078,-74.2274017333984,Totowa
heliport,Print Pad Heliport,40.6533012390137,-73.573600769043,Freeport
small_airport,Crosswind Meadows Airport,40.8123016357422,-81.0550994873047,Minerva
small_airport,Paradise Air Haven Airport,35.111499786377,-97.4793014526367,Goldsby
